reg
diabetes

/home/mbaddar/Documents/mbaddar/phd/genmodel/genmodel39_venv/bin/python /home/mbaddar/Documents/mbaddar/phd/genmodel/RectifiedFlow/tutorial/test_tensor_bsplines_clf_reg.py
data range = (-0.13776722569000302, 0.19878798965729408)
Iteration 2234, loss = 1395.71015132
Iteration 2235, loss = 1395.46844463
Iteration 2236, loss = 1395.23784184
Iteration 2237, loss = 1395.40457335
Iteration 2238, loss = 1395.18846022
Iteration 2239, loss = 1395.11754317
Iteration 2240, loss = 1395.04223869
Iteration 2241, loss = 1395.00358307
Iteration 2242, loss = 1394.96154031
Iteration 2243, loss = 1394.92046673
Iteration 2244, loss = 1394.90627472
Iteration 2245, loss = 1395.18970742
Iteration 2246, loss = 1394.76510910
Iteration 2247, loss = 1395.04292333
Iteration 2248, loss = 1395.05650350
Iteration 2249, loss = 1394.75922128
Iteration 2250, loss = 1394.63356316
Iteration 2251, loss = 1394.61949169
Iteration 2252, loss = 1394.51742220
Iteration 2253, loss = 1394.51160754
Iteration 2254, loss = 1395.47603324
Iteration 2255, loss = 1394.44591323
Iteration 2256, loss = 1394.43026141
Iteration 2257, loss = 1394.23982131
Iteration 2258, loss = 1394.20632049
Iteration 2259, loss = 1394.14587617
Iteration 2260, loss = 1394.12873371
Iteration 2261, loss = 1394.02286368
Iteration 2262, loss = 1393.95214703
Iteration 2263, loss = 1394.13146135
Iteration 2264, loss = 1393.86706187
Iteration 2265, loss = 1393.95526931
Iteration 2266, loss = 1394.12934636
Iteration 2267, loss = 1393.89256041
Iteration 2268, loss = 1393.88454779
Iteration 2269, loss = 1393.79979983
Iteration 2270, loss = 1393.78859835
Iteration 2271, loss = 1393.61966852
Iteration 2272, loss = 1393.55221585
Iteration 2273, loss = 1393.54621159
Iteration 2274, loss = 1393.37229040
Iteration 2275, loss = 1393.37021662
Iteration 2276, loss = 1393.42354725
Iteration 2277, loss = 1393.30849147
Iteration 2278, loss = 1393.40601402
Iteration 2279, loss = 1393.32417263
Iteration 2280, loss = 1393.13893043
Iteration 2281, loss = 1393.03695051
Iteration 2282, loss = 1394.75805729
Iteration 2283, loss = 1392.96479145
Iteration 2284, loss = 1392.90730379
Iteration 2285, loss = 1393.01712693
Iteration 2286, loss = 1392.81628972
Iteration 2287, loss = 1392.78312190
Iteration 2288, loss = 1392.85750342
Iteration 2289, loss = 1392.67926327
Iteration 2290, loss = 1392.76366171
Iteration 2291, loss = 1392.58497588
Iteration 2292, loss = 1392.60618108
Iteration 2293, loss = 1393.07449160
Iteration 2294, loss = 1392.73316026
Iteration 2295, loss = 1392.89049517
Iteration 2296, loss = 1393.26193140
Iteration 2297, loss = 1392.45619737
Iteration 2298, loss = 1392.78340752
Iteration 2299, loss = 1392.26617345
Iteration 2300, loss = 1392.19359275
Iteration 2301, loss = 1392.81936598
Iteration 2302, loss = 1392.15252826
Iteration 2303, loss = 1392.91067898
Iteration 2304, loss = 1391.99224187
Iteration 2305, loss = 1392.52542517
Iteration 2306, loss = 1391.92723352
Iteration 2307, loss = 1391.83576284
Iteration 2308, loss = 1391.78827807
Iteration 2309, loss = 1391.70076504
Iteration 2310, loss = 1391.67927887
Iteration 2311, loss = 1391.87476815
Iteration 2312, loss = 1391.72039880
Iteration 2313, loss = 1391.95157714
Iteration 2314, loss = 1391.51222030
Iteration 2315, loss = 1391.46471038
Iteration 2316, loss = 1391.61353209
Iteration 2317, loss = 1391.55199509
Iteration 2318, loss = 1391.27840696
Iteration 2319, loss = 1391.49704577
Iteration 2320, loss = 1391.24589402
Iteration 2321, loss = 1391.19470957
Iteration 2322, loss = 1391.09739165
Iteration 2323, loss = 1391.04622521
Iteration 2324, loss = 1391.01594485
Iteration 2325, loss = 1391.12133209
Iteration 2326, loss = 1390.96169847
Iteration 2327, loss = 1391.04435826
Iteration 2328, loss = 1390.86690477
Iteration 2329, loss = 1391.01154828
Iteration 2330, loss = 1390.99872050
Iteration 2331, loss = 1390.78676999
Iteration 2332, loss = 1390.67814947
Iteration 2333, loss = 1390.58390326
Iteration 2334, loss = 1390.55244433
Iteration 2335, loss = 1390.53898110
Iteration 2336, loss = 1390.49027609
Iteration 2337, loss = 1390.50492611
Iteration 2338, loss = 1390.40009423
Iteration 2339, loss = 1390.35916692
Iteration 2340, loss = 1390.33106452
Iteration 2341, loss = 1390.41899275
Iteration 2342, loss = 1390.41029577
Iteration 2343, loss = 1390.17334661
Iteration 2344, loss = 1390.14907648
Iteration 2345, loss = 1390.03958310
Iteration 2346, loss = 1390.00999794
Iteration 2347, loss = 1389.98662948
Iteration 2348, loss = 1390.20864004
Iteration 2349, loss = 1389.84929841
Iteration 2350, loss = 1389.93933233
Iteration 2351, loss = 1389.90009248
Iteration 2352, loss = 1389.83366015
Iteration 2353, loss = 1389.83201309
Iteration 2354, loss = 1389.71231190
Iteration 2355, loss = 1389.63209193
Iteration 2356, loss = 1389.64104868
Iteration 2357, loss = 1390.09268467
Iteration 2358, loss = 1389.43572300
Iteration 2359, loss = 1389.38467624
Iteration 2360, loss = 1389.33625779
Iteration 2361, loss = 1389.28229872
Iteration 2362, loss = 1389.23776833
Iteration 2363, loss = 1389.34606810
Iteration 2364, loss = 1389.16867420
Iteration 2365, loss = 1389.10450030
Iteration 2366, loss = 1389.09495663
Iteration 2367, loss = 1389.25610376
Iteration 2368, loss = 1389.02478961
Iteration 2369, loss = 1388.90995235
Iteration 2370, loss = 1388.84051957
Iteration 2371, loss = 1388.79917831
Iteration 2372, loss = 1388.92100061
Iteration 2373, loss = 1388.74589028
Iteration 2374, loss = 1388.70400385
Iteration 2375, loss = 1388.71268828
Iteration 2376, loss = 1388.76600087
Iteration 2377, loss = 1388.64757127
Iteration 2378, loss = 1388.61954502
Iteration 2379, loss = 1390.08304267
Iteration 2380, loss = 1388.71635985
Iteration 2381, loss = 1388.48675589
Iteration 2382, loss = 1388.69800253
Iteration 2383, loss = 1389.43085654
Iteration 2384, loss = 1388.24206345
Iteration 2385, loss = 1388.08477296
Iteration 2386, loss = 1388.18341194
Iteration 2387, loss = 1388.10898276
Iteration 2388, loss = 1388.14471466
Iteration 2389, loss = 1388.18475053
Iteration 2390, loss = 1388.66817652
Iteration 2391, loss = 1388.33751774
Iteration 2392, loss = 1388.03981954
Iteration 2393, loss = 1387.79451541
Iteration 2394, loss = 1387.86137185
Iteration 2395, loss = 1387.70606638
Iteration 2396, loss = 1387.71566686
Iteration 2397, loss = 1387.79805260
Iteration 2398, loss = 1387.65655059
Iteration 2399, loss = 1387.55466488
Iteration 2400, loss = 1387.81544098
Iteration 2401, loss = 1387.55141976
Iteration 2402, loss = 1387.42936173
Iteration 2403, loss = 1387.33442199
Iteration 2404, loss = 1387.41730080
Iteration 2405, loss = 1387.32694054
Iteration 2406, loss = 1387.22468165
Iteration 2407, loss = 1387.17733680
Iteration 2408, loss = 1387.27527335
Iteration 2409, loss = 1387.12928828
Iteration 2410, loss = 1387.07114940
Iteration 2411, loss = 1387.01936351
Iteration 2412, loss = 1387.18657022
Iteration 2413, loss = 1386.96234815
Iteration 2414, loss = 1386.84770414
Iteration 2415, loss = 1387.02646445
Iteration 2416, loss = 1386.73816890
Iteration 2417, loss = 1386.71168844
Iteration 2418, loss = 1386.87153010
Iteration 2419, loss = 1386.69063684
Iteration 2420, loss = 1386.98387906
Iteration 2421, loss = 1386.57000460
Iteration 2422, loss = 1386.49771662
Iteration 2423, loss = 1386.74823076
Iteration 2424, loss = 1386.46627984
Iteration 2425, loss = 1386.80222634
Iteration 2426, loss = 1386.35494501
Iteration 2427, loss = 1386.67888250
Iteration 2428, loss = 1386.42226937
Iteration 2429, loss = 1386.28819158
Iteration 2430, loss = 1386.27115995
Iteration 2431, loss = 1386.15630605
Iteration 2432, loss = 1386.06022621
Iteration 2433, loss = 1386.62805641
Iteration 2434, loss = 1386.09152764
Iteration 2435, loss = 1385.93924286
Iteration 2436, loss = 1386.09895064
Iteration 2437, loss = 1385.86810191
Iteration 2438, loss = 1385.80535633
Iteration 2439, loss = 1385.88735650
Iteration 2440, loss = 1385.91990771
Iteration 2441, loss = 1385.74317284
Iteration 2442, loss = 1385.70292020
Iteration 2443, loss = 1386.48243363
Iteration 2444, loss = 1385.75550448
Iteration 2445, loss = 1385.55834432
Iteration 2446, loss = 1385.44352684
Iteration 2447, loss = 1385.67305908
Iteration 2448, loss = 1385.49373664
Iteration 2449, loss = 1385.77634670
Iteration 2450, loss = 1385.39269535
Iteration 2451, loss = 1385.33558491
Iteration 2452, loss = 1385.19213025
Iteration 2453, loss = 1385.20154259
Iteration 2454, loss = 1385.45476585
Iteration 2455, loss = 1385.47796087
Iteration 2456, loss = 1385.11161638
Iteration 2457, loss = 1384.96538962
Iteration 2458, loss = 1384.94204518
Iteration 2459, loss = 1384.85020331
Iteration 2460, loss = 1384.91135567
Iteration 2461, loss = 1384.99647639
Iteration 2462, loss = 1384.82298892
Iteration 2463, loss = 1385.01095705
Iteration 2464, loss = 1384.84698270
Iteration 2465, loss = 1384.78979026
Iteration 2466, loss = 1384.66194828
Iteration 2467, loss = 1384.54629694
Iteration 2468, loss = 1384.61278182
Iteration 2469, loss = 1384.51137690
Iteration 2470, loss = 1384.67619871
Iteration 2471, loss = 1384.36315943
Iteration 2472, loss = 1384.46439830
Iteration 2473, loss = 1384.64373797
Iteration 2474, loss = 1384.29853592
Iteration 2475, loss = 1384.32431131
Iteration 2476, loss = 1384.21677074
Iteration 2477, loss = 1384.25473307
Iteration 2478, loss = 1384.18566701
Iteration 2479, loss = 1384.03725926
Iteration 2480, loss = 1384.09635307
Iteration 2481, loss = 1383.97619290
Iteration 2482, loss = 1383.99948552
Iteration 2483, loss = 1383.86273975
Iteration 2484, loss = 1383.80807000
Iteration 2485, loss = 1383.92905381
Iteration 2486, loss = 1383.76883200
Iteration 2487, loss = 1383.71735497
Iteration 2488, loss = 1383.94969308
Iteration 2489, loss = 1383.69256821
Iteration 2490, loss = 1383.67816975
Iteration 2491, loss = 1384.17398687
Iteration 2492, loss = 1383.47177435
Iteration 2493, loss = 1383.58678155
Iteration 2494, loss = 1383.43374420
Iteration 2495, loss = 1383.61542015
Iteration 2496, loss = 1383.74464980
Iteration 2497, loss = 1383.47357289
Iteration 2498, loss = 1383.38900084
Iteration 2499, loss = 1383.27852542
Iteration 2500, loss = 1383.54420100
Iteration 2501, loss = 1383.22050282
Iteration 2502, loss = 1383.40986289
Iteration 2503, loss = 1383.08912136
Iteration 2504, loss = 1383.03127791
Iteration 2505, loss = 1383.06120123
Iteration 2506, loss = 1383.06697984
Iteration 2507, loss = 1383.03184378
Iteration 2508, loss = 1383.13873100
Iteration 2509, loss = 1382.98034910
Iteration 2510, loss = 1382.91053086
Iteration 2511, loss = 1382.88694931
Iteration 2512, loss = 1383.00084291
Iteration 2513, loss = 1382.73970784
Iteration 2514, loss = 1382.60157123
Iteration 2515, loss = 1382.59434868
Iteration 2516, loss = 1382.59031254
Iteration 2517, loss = 1382.48590552
Iteration 2518, loss = 1382.57484224
Iteration 2519, loss = 1382.70915821
Iteration 2520, loss = 1382.59799081
Iteration 2521, loss = 1382.55683366
Iteration 2522, loss = 1382.48483452
Iteration 2523, loss = 1382.21624266
Iteration 2524, loss = 1382.17308409
Iteration 2525, loss = 1382.48637423
Iteration 2526, loss = 1382.27108852
Iteration 2527, loss = 1382.42136831
Iteration 2528, loss = 1382.19184566
Iteration 2529, loss = 1382.04900796
Iteration 2530, loss = 1381.94774173
Iteration 2531, loss = 1381.88015096
Iteration 2532, loss = 1381.92128652
Iteration 2533, loss = 1381.96892318
Iteration 2534, loss = 1381.95735633
Iteration 2535, loss = 1381.89818952
Iteration 2536, loss = 1382.19944844
Iteration 2537, loss = 1382.23239576
Iteration 2538, loss = 1381.69496932
Iteration 2539, loss = 1381.69446899
Iteration 2540, loss = 1381.63612926
Iteration 2541, loss = 1381.76463258
Iteration 2542, loss = 1381.69412036
Iteration 2543, loss = 1381.46359858
Iteration 2544, loss = 1381.68828361
Iteration 2545, loss = 1381.41123549
Iteration 2546, loss = 1381.97755299
Iteration 2547, loss = 1381.33410163
Iteration 2548, loss = 1381.32093372
Iteration 2549, loss = 1381.23723255
Iteration 2550, loss = 1381.23068379
Iteration 2551, loss = 1381.16066604
Iteration 2552, loss = 1381.77874109
Iteration 2553, loss = 1381.53823685
Iteration 2554, loss = 1381.31328666
Iteration 2555, loss = 1381.00073595
Iteration 2556, loss = 1380.94703047
Iteration 2557, loss = 1380.96601819
Iteration 2558, loss = 1380.87372494
Iteration 2559, loss = 1380.83505456
Iteration 2560, loss = 1380.82150724
Iteration 2561, loss = 1381.01626222
Iteration 2562, loss = 1380.88267224
Iteration 2563, loss = 1380.84948735
Iteration 2564, loss = 1380.66813057
Iteration 2565, loss = 1380.63883498
Iteration 2566, loss = 1380.60630448
Iteration 2567, loss = 1380.52337330
Iteration 2568, loss = 1380.63833022
Iteration 2569, loss = 1380.65146284
Iteration 2570, loss = 1380.44172847
Iteration 2571, loss = 1380.66063510
Iteration 2572, loss = 1380.41616990
Iteration 2573, loss = 1380.79540062
Iteration 2574, loss = 1380.32834145
Iteration 2575, loss = 1380.26046034
Iteration 2576, loss = 1380.24212703
Iteration 2577, loss = 1380.37111938
Iteration 2578, loss = 1380.15790910
Iteration 2579, loss = 1380.02694575
Iteration 2580, loss = 1379.99602927
Iteration 2581, loss = 1380.11900995
Iteration 2582, loss = 1380.02305729
Iteration 2583, loss = 1380.00126402
Iteration 2584, loss = 1379.99604972
Iteration 2585, loss = 1380.02411530
Iteration 2586, loss = 1379.79924573
Iteration 2587, loss = 1380.35598295
Iteration 2588, loss = 1380.87005225
Iteration 2589, loss = 1379.73552040
Iteration 2590, loss = 1379.70444612
Iteration 2591, loss = 1379.71957326
Iteration 2592, loss = 1379.74194302
Iteration 2593, loss = 1379.75111420
Iteration 2594, loss = 1380.12249892
Iteration 2595, loss = 1379.75177997
Iteration 2596, loss = 1379.89504324
Iteration 2597, loss = 1380.10801309
Iteration 2598, loss = 1379.82255485
Iteration 2599, loss = 1379.47329964
Iteration 2600, loss = 1379.33586854
Iteration 2601, loss = 1379.27625335
Iteration 2602, loss = 1379.20821150
Iteration 2603, loss = 1379.16091845
Iteration 2604, loss = 1379.27340138
Iteration 2605, loss = 1379.13431830
Iteration 2606, loss = 1379.27107403
Iteration 2607, loss = 1379.18569719
Iteration 2608, loss = 1379.09993888
Iteration 2609, loss = 1379.02618521
Iteration 2610, loss = 1378.96248789
Iteration 2611, loss = 1379.00811664
Iteration 2612, loss = 1378.98775546
Iteration 2613, loss = 1378.79140404
Iteration 2614, loss = 1379.65984391
Iteration 2615, loss = 1378.84965658
Iteration 2616, loss = 1378.77113848
Iteration 2617, loss = 1378.69266986
Iteration 2618, loss = 1378.69156709
Iteration 2619, loss = 1378.68347343
Iteration 2620, loss = 1378.56276032
Iteration 2621, loss = 1378.50404011
Iteration 2622, loss = 1378.60916696
Iteration 2623, loss = 1378.53190948
Iteration 2624, loss = 1378.63482451
Iteration 2625, loss = 1378.89854150
Iteration 2626, loss = 1378.35032254
Iteration 2627, loss = 1378.23268376
Iteration 2628, loss = 1378.23485931
Iteration 2629, loss = 1378.77857642
Iteration 2630, loss = 1378.67692334
Iteration 2631, loss = 1378.85199534
Iteration 2632, loss = 1378.31040190
Iteration 2633, loss = 1378.47182844
Iteration 2634, loss = 1378.20776096
Iteration 2635, loss = 1378.17068552
Iteration 2636, loss = 1378.19635736
Iteration 2637, loss = 1378.02653893
Iteration 2638, loss = 1377.95654838
Iteration 2639, loss = 1377.86778082
Iteration 2640, loss = 1377.83332839
Iteration 2641, loss = 1377.84656905
Iteration 2642, loss = 1377.83551924
Iteration 2643, loss = 1377.82644616
Iteration 2644, loss = 1377.76302739
Iteration 2645, loss = 1377.75323389
Iteration 2646, loss = 1377.64578646
Iteration 2647, loss = 1377.65597783
Iteration 2648, loss = 1377.63019719
Iteration 2649, loss = 1377.59388106
Iteration 2650, loss = 1377.77669498
Iteration 2651, loss = 1377.63337340
Iteration 2652, loss = 1377.43008190
Iteration 2653, loss = 1377.41373777
Iteration 2654, loss = 1377.86912797
Iteration 2655, loss = 1377.43924964
Iteration 2656, loss = 1377.91045789
Iteration 2657, loss = 1377.50619034
Iteration 2658, loss = 1377.26956893
Iteration 2659, loss = 1377.34042091
Iteration 2660, loss = 1377.20101460
Iteration 2661, loss = 1377.29179752
Iteration 2662, loss = 1377.64373758
Iteration 2663, loss = 1377.06673126
Iteration 2664, loss = 1377.07870296
Iteration 2665, loss = 1377.01167888
Iteration 2666, loss = 1377.00960180
Iteration 2667, loss = 1376.96043876
Iteration 2668, loss = 1377.35004892
Iteration 2669, loss = 1376.92702889
Iteration 2670, loss = 1376.92187507
Iteration 2671, loss = 1376.78915416
Iteration 2672, loss = 1376.92226027
Iteration 2673, loss = 1376.69394180
Iteration 2674, loss = 1376.80928468
Iteration 2675, loss = 1376.78464793
Iteration 2676, loss = 1376.64921404
Iteration 2677, loss = 1376.60141833
Iteration 2678, loss = 1376.56933085
Iteration 2679, loss = 1376.53944904
Iteration 2680, loss = 1376.61073985
Iteration 2681, loss = 1376.50224450
Iteration 2682, loss = 1376.50733027
Iteration 2683, loss = 1376.37282700
Iteration 2684, loss = 1376.71760923
Iteration 2685, loss = 1376.42341642
Iteration 2686, loss = 1376.31779055
Iteration 2687, loss = 1376.24036901
Iteration 2688, loss = 1376.58586043
Iteration 2689, loss = 1376.69805267
Iteration 2690, loss = 1376.39019517
Iteration 2691, loss = 1376.40851133
Iteration 2692, loss = 1376.83864557
Iteration 2693, loss = 1376.09033073
Iteration 2694, loss = 1376.07271174
Iteration 2695, loss = 1376.04521686
Iteration 2696, loss = 1376.03627583
Iteration 2697, loss = 1375.93038700
Iteration 2698, loss = 1375.87546187
Iteration 2699, loss = 1375.82051568
Iteration 2700, loss = 1375.78861615
Iteration 2701, loss = 1375.75739555
Iteration 2702, loss = 1375.87109288
Iteration 2703, loss = 1375.96608744
Iteration 2704, loss = 1375.68484309
Iteration 2705, loss = 1375.70828661
Iteration 2706, loss = 1375.61038764
Iteration 2707, loss = 1376.02573581
Iteration 2708, loss = 1375.59165601
Iteration 2709, loss = 1375.79367503
Iteration 2710, loss = 1375.43204592
Iteration 2711, loss = 1375.56204040
Iteration 2712, loss = 1375.52367140
Iteration 2713, loss = 1376.12586222
Iteration 2714, loss = 1375.37353244
Iteration 2715, loss = 1375.38427300
Iteration 2716, loss = 1375.41947565
Iteration 2717, loss = 1375.45776975
Iteration 2718, loss = 1375.38145495
Iteration 2719, loss = 1375.34526576
Iteration 2720, loss = 1375.34099038
Iteration 2721, loss = 1375.66800098
Iteration 2722, loss = 1375.42833845
Iteration 2723, loss = 1375.85462780
Iteration 2724, loss = 1375.08651370
Iteration 2725, loss = 1375.22877655
Iteration 2726, loss = 1375.02342799
Iteration 2727, loss = 1374.90120480
Iteration 2728, loss = 1375.00564199
Iteration 2729, loss = 1374.83898879
Iteration 2730, loss = 1374.83740240
Iteration 2731, loss = 1375.02239946
Iteration 2732, loss = 1374.86379836
Iteration 2733, loss = 1375.49285839
Iteration 2734, loss = 1374.79099862
Iteration 2735, loss = 1374.91373478
Iteration 2736, loss = 1374.67086880
Iteration 2737, loss = 1374.65775021
Iteration 2738, loss = 1374.69601775
Iteration 2739, loss = 1374.54364833
Iteration 2740, loss = 1374.71049582
Iteration 2741, loss = 1374.71274996
Iteration 2742, loss = 1374.43330600
Iteration 2743, loss = 1374.55941992
Iteration 2744, loss = 1374.41122948
Iteration 2745, loss = 1374.36239090
Iteration 2746, loss = 1374.57908429
Iteration 2747, loss = 1374.28522619
Iteration 2748, loss = 1374.40350007
Iteration 2749, loss = 1374.32914865
Iteration 2750, loss = 1374.26720851
Iteration 2751, loss = 1374.22908043
Iteration 2752, loss = 1374.15042772
Iteration 2753, loss = 1374.14133246
Iteration 2754, loss = 1374.08993751
Iteration 2755, loss = 1374.17464561
Iteration 2756, loss = 1374.00414869
Iteration 2757, loss = 1373.98180054
Iteration 2758, loss = 1373.95901413
Iteration 2759, loss = 1373.89643628
Iteration 2760, loss = 1374.00261697
Iteration 2761, loss = 1373.83984890
Iteration 2762, loss = 1373.92943245
Iteration 2763, loss = 1373.85296745
Iteration 2764, loss = 1374.15539625
Iteration 2765, loss = 1373.69341641
Iteration 2766, loss = 1373.78507498
Iteration 2767, loss = 1373.66486909
Iteration 2768, loss = 1373.63398055
Iteration 2769, loss = 1374.27035834
Iteration 2770, loss = 1373.64991762
Iteration 2771, loss = 1373.62436225
Iteration 2772, loss = 1373.47600387
Iteration 2773, loss = 1373.59974198
Iteration 2774, loss = 1373.78308173
Iteration 2775, loss = 1373.57277517
Iteration 2776, loss = 1373.36293874
Iteration 2777, loss = 1373.40367165
Iteration 2778, loss = 1373.25890868
Iteration 2779, loss = 1373.20592376
Iteration 2780, loss = 1373.27353417
Iteration 2781, loss = 1373.90109562
Iteration 2782, loss = 1373.29307019
Iteration 2783, loss = 1373.16726662
Iteration 2784, loss = 1373.13358892
Iteration 2785, loss = 1373.01366468
Iteration 2786, loss = 1373.03982544
Iteration 2787, loss = 1372.99342785
Iteration 2788, loss = 1373.09875776
Iteration 2789, loss = 1373.05412720
Iteration 2790, loss = 1373.08088511
Iteration 2791, loss = 1373.07854416
Iteration 2792, loss = 1373.08856585
Iteration 2793, loss = 1372.85711496
Iteration 2794, loss = 1373.10386974
Iteration 2795, loss = 1372.77422415
Iteration 2796, loss = 1372.74509580
Iteration 2797, loss = 1372.74785743
Iteration 2798, loss = 1372.79589913
Iteration 2799, loss = 1373.43082602
Iteration 2800, loss = 1372.60384956
Iteration 2801, loss = 1372.53183667
Iteration 2802, loss = 1372.65520051
Iteration 2803, loss = 1372.68594346
Iteration 2804, loss = 1373.61232147
Iteration 2805, loss = 1372.70104003
Iteration 2806, loss = 1372.63181647
Iteration 2807, loss = 1372.87177186
Iteration 2808, loss = 1373.18790047
Iteration 2809, loss = 1372.60201806
Iteration 2810, loss = 1372.76923767
Iteration 2811, loss = 1372.42038799
Iteration 2812, loss = 1372.22363548
Iteration 2813, loss = 1372.15379604
Iteration 2814, loss = 1372.22240136
Iteration 2815, loss = 1372.25061178
Iteration 2816, loss = 1372.81027243
Iteration 2817, loss = 1372.23379604
Iteration 2818, loss = 1372.28686850
Iteration 2819, loss = 1372.25845940
Iteration 2820, loss = 1372.30528485
Iteration 2821, loss = 1372.06427980
Iteration 2822, loss = 1371.90512368
Iteration 2823, loss = 1371.91063511
Iteration 2824, loss = 1371.84160888
Iteration 2825, loss = 1371.79452424
Iteration 2826, loss = 1372.10811927
Iteration 2827, loss = 1371.86384656
Iteration 2828, loss = 1371.78697482
Iteration 2829, loss = 1371.81309975
Iteration 2830, loss = 1371.79368863
Iteration 2831, loss = 1371.94989273
Iteration 2832, loss = 1371.79029168
Iteration 2833, loss = 1372.08809520
Iteration 2834, loss = 1371.58171238
Iteration 2835, loss = 1371.52087987
Iteration 2836, loss = 1371.67935818
Iteration 2837, loss = 1371.52155862
Iteration 2838, loss = 1371.57322903
Iteration 2839, loss = 1371.52441198
Iteration 2840, loss = 1371.36867087
Iteration 2841, loss = 1371.32505688
Iteration 2842, loss = 1371.31245028
Iteration 2843, loss = 1371.42857383
Iteration 2844, loss = 1371.38529074
Iteration 2845, loss = 1371.55135342
Iteration 2846, loss = 1371.25007747
Iteration 2847, loss = 1371.18664284
Iteration 2848, loss = 1371.31174750
Iteration 2849, loss = 1371.16408047
Iteration 2850, loss = 1371.27420313
Iteration 2851, loss = 1371.13948008
Iteration 2852, loss = 1371.03285917
Iteration 2853, loss = 1371.11433434
Iteration 2854, loss = 1370.96379034
Iteration 2855, loss = 1370.95117852
Iteration 2856, loss = 1370.98432090
Iteration 2857, loss = 1370.98123423
Iteration 2858, loss = 1371.19751975
Iteration 2859, loss = 1370.84894259
Iteration 2860, loss = 1370.78888359
Iteration 2861, loss = 1370.85994773
Iteration 2862, loss = 1370.76379085
Iteration 2863, loss = 1370.73248962
Iteration 2864, loss = 1370.66790490
Iteration 2865, loss = 1370.65698765
Iteration 2866, loss = 1370.62490978
Iteration 2867, loss = 1370.59384835
Iteration 2868, loss = 1370.60925009
Iteration 2869, loss = 1370.54632363
Iteration 2870, loss = 1370.54825919
Iteration 2871, loss = 1370.47032425
Iteration 2872, loss = 1370.64861509
Iteration 2873, loss = 1371.00432959
Iteration 2874, loss = 1370.55377391
Iteration 2875, loss = 1370.56777679
Iteration 2876, loss = 1370.39649505
Iteration 2877, loss = 1370.54798081
Iteration 2878, loss = 1370.35187363
Iteration 2879, loss = 1370.41330718
Iteration 2880, loss = 1370.55949975
Iteration 2881, loss = 1370.43838209
Iteration 2882, loss = 1370.32449683
Iteration 2883, loss = 1370.26882371
Iteration 2884, loss = 1370.10499216
Iteration 2885, loss = 1370.10293249
Iteration 2886, loss = 1370.08975350
Iteration 2887, loss = 1370.38733030
Iteration 2888, loss = 1370.35572232
Iteration 2889, loss = 1370.11701690
Iteration 2890, loss = 1370.17156547
Iteration 2891, loss = 1370.67868192
Iteration 2892, loss = 1369.84835247
Iteration 2893, loss = 1369.81887079
Iteration 2894, loss = 1370.19400830
Iteration 2895, loss = 1370.37814895
Iteration 2896, loss = 1369.96666375
Iteration 2897, loss = 1370.74398754
Iteration 2898, loss = 1369.77146773
Iteration 2899, loss = 1369.67778849
Iteration 2900, loss = 1369.61107907
Iteration 2901, loss = 1369.77946434
Iteration 2902, loss = 1369.71034403
Iteration 2903, loss = 1369.69069387
Iteration 2904, loss = 1369.61311382
Iteration 2905, loss = 1369.88908742
Iteration 2906, loss = 1369.60485940
Iteration 2907, loss = 1369.89248406
Iteration 2908, loss = 1369.49207989
Iteration 2909, loss = 1369.50733823
Iteration 2910, loss = 1369.63308573
Iteration 2911, loss = 1369.38929114
Iteration 2912, loss = 1369.45473388
Iteration 2913, loss = 1369.36865285
Iteration 2914, loss = 1369.36511450
Iteration 2915, loss = 1370.88706320
Iteration 2916, loss = 1369.34508460
Iteration 2917, loss = 1369.45984787
Iteration 2918, loss = 1369.63844930
Iteration 2919, loss = 1369.15146173
Iteration 2920, loss = 1369.11246973
Iteration 2921, loss = 1369.06524828
Iteration 2922, loss = 1369.56402438
Iteration 2923, loss = 1369.26154830
Iteration 2924, loss = 1369.66184249
Iteration 2925, loss = 1369.00662499
Iteration 2926, loss = 1368.98775535
Iteration 2927, loss = 1369.00035285
Iteration 2928, loss = 1369.03475998
Iteration 2929, loss = 1369.00316647
Iteration 2930, loss = 1369.05010437
Iteration 2931, loss = 1369.11791678
Iteration 2932, loss = 1369.17324314
Iteration 2933, loss = 1368.77719250
Iteration 2934, loss = 1368.81915157
Iteration 2935, loss = 1368.96776110
Iteration 2936, loss = 1368.71173668
Iteration 2937, loss = 1368.76056974
Iteration 2938, loss = 1368.80347594
Iteration 2939, loss = 1368.98781728
Iteration 2940, loss = 1369.24256547
Iteration 2941, loss = 1368.57484549
Iteration 2942, loss = 1368.57748998
Iteration 2943, loss = 1368.53919700
Iteration 2944, loss = 1369.08874593
Iteration 2945, loss = 1368.60993448
Iteration 2946, loss = 1368.44694433
Iteration 2947, loss = 1368.40501378
Iteration 2948, loss = 1368.41831289
Iteration 2949, loss = 1368.64023257
Iteration 2950, loss = 1368.40055920
Iteration 2951, loss = 1368.33589658
Iteration 2952, loss = 1368.38052586
Iteration 2953, loss = 1368.61964762
Iteration 2954, loss = 1368.39827441
Iteration 2955, loss = 1368.23279638
Iteration 2956, loss = 1368.63728537
Iteration 2957, loss = 1368.39180214
Iteration 2958, loss = 1368.12483289
Iteration 2959, loss = 1368.11877648
Iteration 2960, loss = 1368.25851812
Iteration 2961, loss = 1369.10906484
Iteration 2962, loss = 1368.05293794
